trial,Self,Other,Feedback,strategy,agent_id,Memory,cumulative
95,1,1,1,Memory,12,0.630115992537325,0.6105263157894737
96,1,1,1,Memory,12,0.70409279402986,0.6145833333333334
97,1,1,1,Memory,12,0.763274235223888,0.6185567010309279
98,1,1,1,Memory,12,0.8106193881791104,0.6224489795918368
99,1,1,1,Memory,12,0.8484955105432883,0.6262626262626263
100,1,1,1,Memory,12,0.8787964084346307,0.63
1,1,0,0,WSLS,13,NA,0
2,0,0,1,WSLS,13,NA,0.5
3,0,0,1,WSLS,13,NA,0.6666666666666666
4,0,0,1,WSLS,13,NA,0.75
5,0,0,1,WSLS,13,NA,0.8
6,0,0,1,WSLS,13,NA,0.8333333333333334
7,0,0,1,WSLS,13,NA,0.8571428571428571
8,0,0,1,WSLS,13,NA,0.875
9,0,0,1,WSLS,13,NA,0.8888888888888888
10,0,0,1,WSLS,13,NA,0.9
11,0,1,0,WSLS,13,NA,0.8181818181818182
12,1,1,1,WSLS,13,NA,0.8333333333333334
13,1,1,1,WSLS,13,NA,0.8461538461538461
14,1,1,1,WSLS,13,NA,0.8571428571428571
15,1,1,1,WSLS,13,NA,0.8666666666666667
16,1,1,1,WSLS,13,NA,0.875
17,1,1,1,WSLS,13,NA,0.8823529411764706
18,1,1,1,WSLS,13,NA,0.8888888888888888
19,1,1,1,WSLS,13,NA,0.8947368421052632
20,1,1,1,WSLS,13,NA,0.9
21,0,0,1,WSLS,13,NA,0.9047619047619048
22,0,0,1,WSLS,13,NA,0.9090909090909091
23,0,0,1,WSLS,13,NA,0.9130434782608695
24,0,0,1,WSLS,13,NA,0.9166666666666666
25,0,0,1,WSLS,13,NA,0.92
26,0,0,1,WSLS,13,NA,0.9230769230769231
27,0,0,1,WSLS,13,NA,0.9259259259259259
28,0,0,1,WSLS,13,NA,0.9285714285714286
29,1,0,0,WSLS,13,NA,0.896551724137931
30,1,0,0,WSLS,13,NA,0.8666666666666667
31,0,1,0,WSLS,13,NA,0.8387096774193549
32,1,1,1,WSLS,13,NA,0.84375
33,1,1,1,WSLS,13,NA,0.8484848484848485
34,1,1,1,WSLS,13,NA,0.8529411764705882
35,1,1,1,WSLS,13,NA,0.8571428571428571
36,1,1,1,WSLS,13,NA,0.8611111111111112
37,1,1,1,WSLS,13,NA,0.8648648648648649
38,1,1,1,WSLS,13,NA,0.868421052631579
39,1,1,1,WSLS,13,NA,0.8717948717948718
40,1,1,1,WSLS,13,NA,0.875
41,1,0,0,WSLS,13,NA,0.8536585365853658
42,0,0,1,WSLS,13,NA,0.8571428571428571
43,0,0,1,WSLS,13,NA,0.8604651162790697
44,0,0,1,WSLS,13,NA,0.8636363636363636
45,0,0,1,WSLS,13,NA,0.8666666666666667
46,0,0,1,WSLS,13,NA,0.8695652173913043
47,0,0,1,WSLS,13,NA,0.8723404255319149
48,0,0,1,WSLS,13,NA,0.875
49,0,0,1,WSLS,13,NA,0.8775510204081632
50,0,0,1,WSLS,13,NA,0.88
51,0,1,0,WSLS,13,NA,0.8627450980392157
52,1,1,1,WSLS,13,NA,0.8653846153846154
53,1,1,1,WSLS,13,NA,0.8679245283018868
54,1,1,1,WSLS,13,NA,0.8703703703703703
55,1,1,1,WSLS,13,NA,0.8727272727272727
56,1,1,1,WSLS,13,NA,0.875
57,1,1,1,WSLS,13,NA,0.8771929824561403
58,1,1,1,WSLS,13,NA,0.8793103448275862
59,1,1,1,WSLS,13,NA,0.8813559322033898
60,1,1,1,WSLS,13,NA,0.8833333333333333
61,1,0,0,WSLS,13,NA,0.8688524590163934
62,0,0,1,WSLS,13,NA,0.8709677419354839
63,0,0,1,WSLS,13,NA,0.873015873015873
64,0,0,1,WSLS,13,NA,0.875
65,0,0,1,WSLS,13,NA,0.8769230769230769
66,0,0,1,WSLS,13,NA,0.8787878787878788
67,0,0,1,WSLS,13,NA,0.8805970149253731
68,0,0,1,WSLS,13,NA,0.8823529411764706
69,0,0,1,WSLS,13,NA,0.8840579710144928
70,0,0,1,WSLS,13,NA,0.8857142857142857
71,0,1,0,WSLS,13,NA,0.8732394366197183
72,1,1,1,WSLS,13,NA,0.875
73,1,1,1,WSLS,13,NA,0.8767123287671232
74,1,1,1,WSLS,13,NA,0.8783783783783784
75,1,1,1,WSLS,13,NA,0.88
76,1,1,1,WSLS,13,NA,0.881578947368421
77,1,1,1,WSLS,13,NA,0.8831168831168831
78,1,1,1,WSLS,13,NA,0.8846153846153846
79,1,1,1,WSLS,13,NA,0.8860759493670886
80,1,1,1,WSLS,13,NA,0.8875
81,1,0,0,WSLS,13,NA,0.8765432098765432
82,0,0,1,WSLS,13,NA,0.8780487804878049
83,0,0,1,WSLS,13,NA,0.8795180722891566
84,0,0,1,WSLS,13,NA,0.8809523809523809
85,0,0,1,WSLS,13,NA,0.8823529411764706
86,0,0,1,WSLS,13,NA,0.8837209302325582
87,0,0,1,WSLS,13,NA,0.8850574712643678
88,0,0,1,WSLS,13,NA,0.8863636363636364
89,0,0,1,WSLS,13,NA,0.8876404494382022
90,0,0,1,WSLS,13,NA,0.8888888888888888
91,0,1,0,WSLS,13,NA,0.8791208791208791
92,1,1,1,WSLS,13,NA,0.8804347826086957
93,1,1,1,WSLS,13,NA,0.8817204301075269
94,1,1,1,WSLS,13,NA,0.8829787234042553
95,1,1,1,WSLS,13,NA,0.8842105263157894
96,1,1,1,WSLS,13,NA,0.8854166666666666
97,1,1,1,WSLS,13,NA,0.8865979381443299
98,1,1,1,WSLS,13,NA,0.8877551020408163
99,1,1,1,WSLS,13,NA,0.8888888888888888
100,1,1,1,WSLS,13,NA,0.89
1,0,0,1,Memory,13,0.5,1
2,0,0,1,Memory,13,0.4,1
3,1,0,0,Memory,13,0.32,0.6666666666666666
4,0,0,1,Memory,13,0.256,0.75
5,0,0,1,Memory,13,0.2048,0.8
6,0,0,1,Memory,13,0.16384,0.8333333333333334
7,0,0,1,Memory,13,0.13107200000000002,0.8571428571428571
8,0,0,1,Memory,13,0.10485760000000002,0.875
9,0,0,1,Memory,13,0.08388608000000002,0.8888888888888888
10,0,0,1,Memory,13,0.06710886400000002,0.9
11,0,1,0,Memory,13,0.053687091200000016,0.8181818181818182
12,0,1,0,Memory,13,0.24294967296,0.75
13,0,1,0,Memory,13,0.394359738368,0.6923076923076923
14,1,1,1,Memory,13,0.5154877906944,0.7142857142857143
15,1,1,1,Memory,13,0.6123902325555199,0.7333333333333333
16,0,1,0,Memory,13,0.689912186044416,0.6875
17,1,1,1,Memory,13,0.7519297488355328,0.7058823529411765
18,1,1,1,Memory,13,0.8015437990684262,0.7222222222222222
19,1,1,1,Memory,13,0.841235039254741,0.7368421052631579
20,1,1,1,Memory,13,0.8729880314037928,0.75
21,1,0,0,Memory,13,0.8983904251230342,0.7142857142857143
22,0,0,1,Memory,13,0.7187123400984274,0.7272727272727273
23,1,0,0,Memory,13,0.574969872078742,0.6956521739130435
24,1,0,0,Memory,13,0.45997589766299357,0.6666666666666666
25,0,0,1,Memory,13,0.36798071813039485,0.68
26,0,0,1,Memory,13,0.2943845745043159,0.6923076923076923
27,0,0,1,Memory,13,0.2355076596034527,0.7037037037037037
28,0,0,1,Memory,13,0.18840612768276216,0.7142857142857143
29,0,0,1,Memory,13,0.15072490214620973,0.7241379310344828
30,0,0,1,Memory,13,0.12057992171696778,0.7333333333333333
31,0,1,0,Memory,13,0.09646393737357423,0.7096774193548387
32,0,1,0,Memory,13,0.2771711498988594,0.6875
33,0,1,0,Memory,13,0.4217369199190875,0.6666666666666666
34,0,1,0,Memory,13,0.5373895359352701,0.6470588235294118
35,0,1,0,Memory,13,0.629911628748216,0.6285714285714286
36,1,1,1,Memory,13,0.7039293029985728,0.6388888888888888
37,0,1,0,Memory,13,0.7631434423988582,0.6216216216216216
38,1,1,1,Memory,13,0.8105147539190866,0.631578947368421
39,1,1,1,Memory,13,0.8484118031352692,0.6410256410256411
40,1,1,1,Memory,13,0.8787294425082154,0.65
41,1,0,0,Memory,13,0.9029835540065723,0.6341463414634146
42,1,0,0,Memory,13,0.7223868432052578,0.6190476190476191
43,1,0,0,Memory,13,0.5779094745642063,0.6046511627906976
44,0,0,1,Memory,13,0.462327579651365,0.6136363636363636
45,1,0,0,Memory,13,0.369862063721092,0.6
46,0,0,1,Memory,13,0.2958896509768736,0.6086956521739131
47,0,0,1,Memory,13,0.23671172078149888,0.6170212765957447
48,0,0,1,Memory,13,0.1893693766251991,0.625
49,0,0,1,Memory,13,0.15149550130015926,0.6326530612244898
50,0,0,1,Memory,13,0.12119640104012741,0.64
51,0,1,0,Memory,13,0.09695712083210192,0.6274509803921569
52,0,1,0,Memory,13,0.27756569666568154,0.6153846153846154
53,0,1,0,Memory,13,0.4220525573325452,0.6037735849056604
54,1,1,1,Memory,13,0.5376420458660361,0.6111111111111112
55,1,1,1,Memory,13,0.6301136366928289,0.6181818181818182
56,1,1,1,Memory,13,0.7040909093542631,0.625
57,1,1,1,Memory,13,0.7632727274834105,0.631578947368421
58,1,1,1,Memory,13,0.8106181819867284,0.6379310344827587
59,1,1,1,Memory,13,0.8484945455893828,0.6440677966101694
60,1,1,1,Memory,13,0.8787956364715062,0.65
61,1,0,0,Memory,13,0.9030365091772049,0.639344262295082
62,1,0,0,Memory,13,0.722429207341764,0.6290322580645161
63,0,0,1,Memory,13,0.5779433658734112,0.6349206349206349
64,0,0,1,Memory,13,0.462354692698729,0.640625
65,0,0,1,Memory,13,0.36988375415898317,0.6461538461538462
66,1,0,0,Memory,13,0.29590700332718656,0.6363636363636364
67,0,0,1,Memory,13,0.23672560266174925,0.6417910447761194
68,0,0,1,Memory,13,0.1893804821293994,0.6470588235294118
69,0,0,1,Memory,13,0.1515043857035195,0.6521739130434783
70,0,0,1,Memory,13,0.12120350856281562,0.6571428571428571
71,0,1,0,Memory,13,0.09696280685025249,0.647887323943662
72,0,1,0,Memory,13,0.27757024548020204,0.6388888888888888
73,0,1,0,Memory,13,0.42205619638416164,0.6301369863013698
74,1,1,1,Memory,13,0.5376449571073293,0.6351351351351351
75,0,1,0,Memory,13,0.6301159656858635,0.6266666666666667
76,1,1,1,Memory,13,0.7040927725486907,0.631578947368421
77,1,1,1,Memory,13,0.7632742180389526,0.6363636363636364
78,1,1,1,Memory,13,0.810619374431162,0.6410256410256411
79,1,1,1,Memory,13,0.8484954995449296,0.6455696202531646
80,1,1,1,Memory,13,0.8787963996359437,0.65
81,1,0,0,Memory,13,0.903037119708755,0.6419753086419753
82,1,0,0,Memory,13,0.722429695767004,0.6341463414634146
83,0,0,1,Memory,13,0.5779437566136032,0.6385542168674698
84,0,0,1,Memory,13,0.4623550052908826,0.6428571428571429
85,0,0,1,Memory,13,0.36988400423270607,0.6470588235294118
86,0,0,1,Memory,13,0.29590720338616483,0.6511627906976745
87,1,0,0,Memory,13,0.23672576270893186,0.6436781609195402
88,0,0,1,Memory,13,0.1893806101671455,0.6477272727272727
89,0,0,1,Memory,13,0.1515044881337164,0.651685393258427
90,0,0,1,Memory,13,0.12120359050697312,0.6555555555555556
91,0,1,0,Memory,13,0.09696287240557849,0.6483516483516484
92,0,1,0,Memory,13,0.2775702979244628,0.6413043478260869
93,0,1,0,Memory,13,0.4220562383395703,0.6344086021505376
94,1,1,1,Memory,13,0.5376449906716563,0.6382978723404256
95,1,1,1,Memory,13,0.630115992537325,0.6421052631578947
96,1,1,1,Memory,13,0.70409279402986,0.6458333333333334
97,1,1,1,Memory,13,0.763274235223888,0.6494845360824743
98,1,1,1,Memory,13,0.8106193881791104,0.6530612244897959
99,1,1,1,Memory,13,0.8484955105432883,0.6565656565656566
100,1,1,1,Memory,13,0.8787964084346307,0.66
1,1,0,0,WSLS,14,NA,0
2,0,0,1,WSLS,14,NA,0.5
3,0,0,1,WSLS,14,NA,0.6666666666666666
4,0,0,1,WSLS,14,NA,0.75
5,0,0,1,WSLS,14,NA,0.8
6,0,0,1,WSLS,14,NA,0.8333333333333334
7,0,0,1,WSLS,14,NA,0.8571428571428571
8,0,0,1,WSLS,14,NA,0.875
9,0,0,1,WSLS,14,NA,0.8888888888888888
10,0,0,1,WSLS,14,NA,0.9
11,0,1,0,WSLS,14,NA,0.8181818181818182
12,1,1,1,WSLS,14,NA,0.8333333333333334
13,1,1,1,WSLS,14,NA,0.8461538461538461
14,1,1,1,WSLS,14,NA,0.8571428571428571
15,1,1,1,WSLS,14,NA,0.8666666666666667
16,1,1,1,WSLS,14,NA,0.875
17,1,1,1,WSLS,14,NA,0.8823529411764706
18,1,1,1,WSLS,14,NA,0.8888888888888888
19,1,1,1,WSLS,14,NA,0.8947368421052632
20,1,1,1,WSLS,14,NA,0.9
21,1,0,0,WSLS,14,NA,0.8571428571428571
22,0,0,1,WSLS,14,NA,0.8636363636363636
23,0,0,1,WSLS,14,NA,0.8695652173913043
24,0,0,1,WSLS,14,NA,0.875
25,0,0,1,WSLS,14,NA,0.88
26,0,0,1,WSLS,14,NA,0.8846153846153846
27,0,0,1,WSLS,14,NA,0.8888888888888888
28,0,0,1,WSLS,14,NA,0.8928571428571429
29,0,0,1,WSLS,14,NA,0.896551724137931
30,0,0,1,WSLS,14,NA,0.9
31,0,1,0,WSLS,14,NA,0.8709677419354839
32,1,1,1,WSLS,14,NA,0.875
33,1,1,1,WSLS,14,NA,0.8787878787878788
34,1,1,1,WSLS,14,NA,0.8823529411764706
35,1,1,1,WSLS,14,NA,0.8857142857142857
36,1,1,1,WSLS,14,NA,0.8888888888888888
37,1,1,1,WSLS,14,NA,0.8918918918918919
38,1,1,1,WSLS,14,NA,0.8947368421052632
39,1,1,1,WSLS,14,NA,0.8974358974358975
40,1,1,1,WSLS,14,NA,0.9
41,1,0,0,WSLS,14,NA,0.8780487804878049
42,0,0,1,WSLS,14,NA,0.8809523809523809
43,0,0,1,WSLS,14,NA,0.8837209302325582
44,1,0,0,WSLS,14,NA,0.8636363636363636
45,0,0,1,WSLS,14,NA,0.8666666666666667
46,0,0,1,WSLS,14,NA,0.8695652173913043
47,0,0,1,WSLS,14,NA,0.8723404255319149
48,0,0,1,WSLS,14,NA,0.875
49,0,0,1,WSLS,14,NA,0.8775510204081632
50,0,0,1,WSLS,14,NA,0.88
51,0,1,0,WSLS,14,NA,0.8627450980392157
52,1,1,1,WSLS,14,NA,0.8653846153846154
53,1,1,1,WSLS,14,NA,0.8679245283018868
54,1,1,1,WSLS,14,NA,0.8703703703703703
55,1,1,1,WSLS,14,NA,0.8727272727272727
56,0,1,0,WSLS,14,NA,0.8571428571428571
57,1,1,1,WSLS,14,NA,0.8596491228070176
58,1,1,1,WSLS,14,NA,0.8620689655172413
59,1,1,1,WSLS,14,NA,0.864406779661017
60,1,1,1,WSLS,14,NA,0.8666666666666667
61,1,0,0,WSLS,14,NA,0.8524590163934426
62,0,0,1,WSLS,14,NA,0.8548387096774194
63,0,0,1,WSLS,14,NA,0.8571428571428571
64,0,0,1,WSLS,14,NA,0.859375
65,0,0,1,WSLS,14,NA,0.8615384615384616
66,0,0,1,WSLS,14,NA,0.8636363636363636
67,0,0,1,WSLS,14,NA,0.8656716417910447
68,0,0,1,WSLS,14,NA,0.8676470588235294
69,0,0,1,WSLS,14,NA,0.8695652173913043
70,0,0,1,WSLS,14,NA,0.8714285714285714
71,0,1,0,WSLS,14,NA,0.8591549295774648
72,1,1,1,WSLS,14,NA,0.8611111111111112
73,1,1,1,WSLS,14,NA,0.863013698630137
74,1,1,1,WSLS,14,NA,0.8648648648648649
75,1,1,1,WSLS,14,NA,0.8666666666666667
76,1,1,1,WSLS,14,NA,0.868421052631579
77,1,1,1,WSLS,14,NA,0.8701298701298701
78,1,1,1,WSLS,14,NA,0.8717948717948718
79,1,1,1,WSLS,14,NA,0.8734177215189873
80,1,1,1,WSLS,14,NA,0.875
81,1,0,0,WSLS,14,NA,0.8641975308641975
82,0,0,1,WSLS,14,NA,0.8658536585365854
83,0,0,1,WSLS,14,NA,0.8674698795180723
84,1,0,0,WSLS,14,NA,0.8571428571428571
85,0,0,1,WSLS,14,NA,0.8588235294117647
86,0,0,1,WSLS,14,NA,0.8604651162790697
87,0,0,1,WSLS,14,NA,0.8620689655172413
88,1,0,0,WSLS,14,NA,0.8522727272727273
89,1,0,0,WSLS,14,NA,0.8426966292134831
90,0,0,1,WSLS,14,NA,0.8444444444444444
91,0,1,0,WSLS,14,NA,0.8351648351648352
92,1,1,1,WSLS,14,NA,0.8369565217391305
93,1,1,1,WSLS,14,NA,0.8387096774193549
94,1,1,1,WSLS,14,NA,0.8404255319148937
95,1,1,1,WSLS,14,NA,0.8421052631578947
96,1,1,1,WSLS,14,NA,0.84375
97,1,1,1,WSLS,14,NA,0.845360824742268
98,1,1,1,WSLS,14,NA,0.8469387755102041
99,1,1,1,WSLS,14,NA,0.8484848484848485
100,1,1,1,WSLS,14,NA,0.85
1,0,0,1,Memory,14,0.5,1
2,0,0,1,Memory,14,0.4,1
3,0,0,1,Memory,14,0.32,1
4,0,0,1,Memory,14,0.256,1
5,0,0,1,Memory,14,0.2048,1
6,0,0,1,Memory,14,0.16384,1
7,0,0,1,Memory,14,0.13107200000000002,1
8,0,0,1,Memory,14,0.10485760000000002,1
9,0,0,1,Memory,14,0.08388608000000002,1
10,0,0,1,Memory,14,0.06710886400000002,1
11,0,1,0,Memory,14,0.053687091200000016,0.9090909090909091
12,0,1,0,Memory,14,0.24294967296,0.8333333333333334
13,0,1,0,Memory,14,0.394359738368,0.7692307692307693
14,0,1,0,Memory,14,0.5154877906944,0.7142857142857143
15,0,1,0,Memory,14,0.6123902325555199,0.6666666666666666
16,1,1,1,Memory,14,0.689912186044416,0.6875
17,1,1,1,Memory,14,0.7519297488355328,0.7058823529411765
18,1,1,1,Memory,14,0.8015437990684262,0.7222222222222222
19,1,1,1,Memory,14,0.841235039254741,0.7368421052631579
20,1,1,1,Memory,14,0.8729880314037928,0.75
21,1,0,0,Memory,14,0.8983904251230342,0.7142857142857143
22,1,0,0,Memory,14,0.7187123400984274,0.6818181818181818
23,0,0,1,Memory,14,0.574969872078742,0.6956521739130435
24,0,0,1,Memory,14,0.45997589766299357,0.7083333333333334
25,0,0,1,Memory,14,0.36798071813039485,0.72
26,1,0,0,Memory,14,0.2943845745043159,0.6923076923076923
27,0,0,1,Memory,14,0.2355076596034527,0.7037037037037037
28,0,0,1,Memory,14,0.18840612768276216,0.7142857142857143
29,0,0,1,Memory,14,0.15072490214620973,0.7241379310344828
30,0,0,1,Memory,14,0.12057992171696778,0.7333333333333333
31,0,1,0,Memory,14,0.09646393737357423,0.7096774193548387
32,0,1,0,Memory,14,0.2771711498988594,0.6875
33,0,1,0,Memory,14,0.4217369199190875,0.6666666666666666
34,0,1,0,Memory,14,0.5373895359352701,0.6470588235294118
35,1,1,1,Memory,14,0.629911628748216,0.6571428571428571
36,1,1,1,Memory,14,0.7039293029985728,0.6666666666666666
37,0,1,0,Memory,14,0.7631434423988582,0.6486486486486487
38,1,1,1,Memory,14,0.8105147539190866,0.6578947368421053
39,0,1,0,Memory,14,0.8484118031352692,0.6410256410256411
40,1,1,1,Memory,14,0.8787294425082154,0.65
41,1,0,0,Memory,14,0.9029835540065723,0.6341463414634146
42,1,0,0,Memory,14,0.7223868432052578,0.6190476190476191
43,1,0,0,Memory,14,0.5779094745642063,0.6046511627906976
44,0,0,1,Memory,14,0.462327579651365,0.6136363636363636
45,1,0,0,Memory,14,0.369862063721092,0.6
46,1,0,0,Memory,14,0.2958896509768736,0.5869565217391305
47,0,0,1,Memory,14,0.23671172078149888,0.5957446808510638
48,0,0,1,Memory,14,0.1893693766251991,0.6041666666666666
49,0,0,1,Memory,14,0.15149550130015926,0.6122448979591837
50,0,0,1,Memory,14,0.12119640104012741,0.62
51,0,1,0,Memory,14,0.09695712083210192,0.6078431372549019
52,0,1,0,Memory,14,0.27756569666568154,0.5961538461538461
53,0,1,0,Memory,14,0.4220525573325452,0.5849056603773585
54,1,1,1,Memory,14,0.5376420458660361,0.5925925925925926
55,1,1,1,Memory,14,0.6301136366928289,0.6
56,1,1,1,Memory,14,0.7040909093542631,0.6071428571428571
57,1,1,1,Memory,14,0.7632727274834105,0.6140350877192983
58,1,1,1,Memory,14,0.8106181819867284,0.6206896551724138
59,1,1,1,Memory,14,0.8484945455893828,0.6271186440677966
60,1,1,1,Memory,14,0.8787956364715062,0.6333333333333333
61,1,0,0,Memory,14,0.9030365091772049,0.6229508196721312
62,1,0,0,Memory,14,0.722429207341764,0.6129032258064516
63,1,0,0,Memory,14,0.5779433658734112,0.6031746031746031
64,0,0,1,Memory,14,0.462354692698729,0.609375
65,1,0,0,Memory,14,0.36988375415898317,0.6
66,1,0,0,Memory,14,0.29590700332718656,0.5909090909090909
67,0,0,1,Memory,14,0.23672560266174925,0.5970149253731343
68,0,0,1,Memory,14,0.1893804821293994,0.6029411764705882
69,0,0,1,Memory,14,0.1515043857035195,0.6086956521739131
70,0,0,1,Memory,14,0.12120350856281562,0.6142857142857143
71,0,1,0,Memory,14,0.09696280685025249,0.6056338028169014
72,0,1,0,Memory,14,0.27757024548020204,0.5972222222222222
73,1,1,1,Memory,14,0.42205619638416164,0.6027397260273972
74,1,1,1,Memory,14,0.5376449571073293,0.6081081081081081
75,1,1,1,Memory,14,0.6301159656858635,0.6133333333333333
76,1,1,1,Memory,14,0.7040927725486907,0.618421052631579
77,1,1,1,Memory,14,0.7632742180389526,0.6233766233766234
78,1,1,1,Memory,14,0.810619374431162,0.6282051282051282
79,0,1,0,Memory,14,0.8484954995449296,0.620253164556962
80,1,1,1,Memory,14,0.8787963996359437,0.625
81,1,0,0,Memory,14,0.903037119708755,0.6172839506172839
82,1,0,0,Memory,14,0.722429695767004,0.6097560975609756
83,1,0,0,Memory,14,0.5779437566136032,0.6024096385542169
84,1,0,0,Memory,14,0.4623550052908826,0.5952380952380952
85,0,0,1,Memory,14,0.36988400423270607,0.6
86,1,0,0,Memory,14,0.29590720338616483,0.5930232558139535
87,0,0,1,Memory,14,0.23672576270893186,0.5977011494252874
88,0,0,1,Memory,14,0.1893806101671455,0.6022727272727273
89,0,0,1,Memory,14,0.1515044881337164,0.6067415730337079
90,0,0,1,Memory,14,0.12120359050697312,0.6111111111111112
91,0,1,0,Memory,14,0.09696287240557849,0.6043956043956044
92,0,1,0,Memory,14,0.2775702979244628,0.5978260869565217
93,1,1,1,Memory,14,0.4220562383395703,0.6021505376344086
94,0,1,0,Memory,14,0.5376449906716563,0.5957446808510638
95,1,1,1,Memory,14,0.630115992537325,0.6
96,1,1,1,Memory,14,0.70409279402986,0.6041666666666666
97,1,1,1,Memory,14,0.763274235223888,0.6082474226804123
98,1,1,1,Memory,14,0.8106193881791104,0.6122448979591837
99,1,1,1,Memory,14,0.8484955105432883,0.6161616161616161
100,1,1,1,Memory,14,0.8787964084346307,0.62
1,0,0,1,WSLS,15,NA,1
2,0,0,1,WSLS,15,NA,1
3,0,0,1,WSLS,15,NA,1
4,0,0,1,WSLS,15,NA,1
5,0,0,1,WSLS,15,NA,1
6,0,0,1,WSLS,15,NA,1
7,0,0,1,WSLS,15,NA,1
8,0,0,1,WSLS,15,NA,1
9,0,0,1,WSLS,15,NA,1
10,0,0,1,WSLS,15,NA,1
11,0,1,0,WSLS,15,NA,0.9090909090909091
12,1,1,1,WSLS,15,NA,0.9166666666666666
13,1,1,1,WSLS,15,NA,0.9230769230769231
14,1,1,1,WSLS,15,NA,0.9285714285714286
15,1,1,1,WSLS,15,NA,0.9333333333333333
16,1,1,1,WSLS,15,NA,0.9375
17,1,1,1,WSLS,15,NA,0.9411764705882353
18,1,1,1,WSLS,15,NA,0.9444444444444444
19,1,1,1,WSLS,15,NA,0.9473684210526315
20,1,1,1,WSLS,15,NA,0.95
21,1,0,0,WSLS,15,NA,0.9047619047619048
22,0,0,1,WSLS,15,NA,0.9090909090909091
23,0,0,1,WSLS,15,NA,0.9130434782608695
24,0,0,1,WSLS,15,NA,0.9166666666666666
25,0,0,1,WSLS,15,NA,0.92
26,0,0,1,WSLS,15,NA,0.9230769230769231
27,0,0,1,WSLS,15,NA,0.9259259259259259
28,0,0,1,WSLS,15,NA,0.9285714285714286
29,0,0,1,WSLS,15,NA,0.9310344827586207
30,0,0,1,WSLS,15,NA,0.9333333333333333
31,0,1,0,WSLS,15,NA,0.9032258064516129
32,1,1,1,WSLS,15,NA,0.90625
33,1,1,1,WSLS,15,NA,0.9090909090909091
34,1,1,1,WSLS,15,NA,0.9117647058823529
35,1,1,1,WSLS,15,NA,0.9142857142857143
36,1,1,1,WSLS,15,NA,0.9166666666666666
37,1,1,1,WSLS,15,NA,0.918918918918919
38,1,1,1,WSLS,15,NA,0.9210526315789473
39,1,1,1,WSLS,15,NA,0.9230769230769231
40,1,1,1,WSLS,15,NA,0.925
41,1,0,0,WSLS,15,NA,0.9024390243902439
42,0,0,1,WSLS,15,NA,0.9047619047619048
43,0,0,1,WSLS,15,NA,0.9069767441860465
44,0,0,1,WSLS,15,NA,0.9090909090909091
45,0,0,1,WSLS,15,NA,0.9111111111111111
46,0,0,1,WSLS,15,NA,0.9130434782608695
47,0,0,1,WSLS,15,NA,0.9148936170212766
48,0,0,1,WSLS,15,NA,0.9166666666666666
49,0,0,1,WSLS,15,NA,0.9183673469387755
50,0,0,1,WSLS,15,NA,0.92
51,0,1,0,WSLS,15,NA,0.9019607843137255
52,1,1,1,WSLS,15,NA,0.9038461538461539
53,1,1,1,WSLS,15,NA,0.9056603773584906
54,1,1,1,WSLS,15,NA,0.9074074074074074
55,1,1,1,WSLS,15,NA,0.9090909090909091
56,1,1,1,WSLS,15,NA,0.9107142857142857
57,1,1,1,WSLS,15,NA,0.9122807017543859
58,1,1,1,WSLS,15,NA,0.9137931034482759
59,1,1,1,WSLS,15,NA,0.9152542372881356
60,1,1,1,WSLS,15,NA,0.9166666666666666
61,1,0,0,WSLS,15,NA,0.9016393442622951
62,0,0,1,WSLS,15,NA,0.9032258064516129
63,0,0,1,WSLS,15,NA,0.9047619047619048
64,0,0,1,WSLS,15,NA,0.90625
65,0,0,1,WSLS,15,NA,0.9076923076923077
66,1,0,0,WSLS,15,NA,0.8939393939393939
67,0,0,1,WSLS,15,NA,0.8955223880597015
68,0,0,1,WSLS,15,NA,0.8970588235294118
69,0,0,1,WSLS,15,NA,0.8985507246376812
70,0,0,1,WSLS,15,NA,0.9
71,0,1,0,WSLS,15,NA,0.8873239436619719
72,1,1,1,WSLS,15,NA,0.8888888888888888
73,1,1,1,WSLS,15,NA,0.8904109589041096
74,0,1,0,WSLS,15,NA,0.8783783783783784
75,1,1,1,WSLS,15,NA,0.88
76,1,1,1,WSLS,15,NA,0.881578947368421
77,1,1,1,WSLS,15,NA,0.8831168831168831
78,1,1,1,WSLS,15,NA,0.8846153846153846
79,1,1,1,WSLS,15,NA,0.8860759493670886
80,1,1,1,WSLS,15,NA,0.8875
81,1,0,0,WSLS,15,NA,0.8765432098765432
82,1,0,0,WSLS,15,NA,0.8658536585365854
83,0,0,1,WSLS,15,NA,0.8674698795180723
84,0,0,1,WSLS,15,NA,0.8690476190476191
85,0,0,1,WSLS,15,NA,0.8705882352941177
86,0,0,1,WSLS,15,NA,0.872093023255814
87,0,0,1,WSLS,15,NA,0.8735632183908046
88,0,0,1,WSLS,15,NA,0.875
89,0,0,1,WSLS,15,NA,0.8764044943820225
90,0,0,1,WSLS,15,NA,0.8777777777777778
91,0,1,0,WSLS,15,NA,0.8681318681318682
92,1,1,1,WSLS,15,NA,0.8695652173913043
93,1,1,1,WSLS,15,NA,0.8709677419354839
94,1,1,1,WSLS,15,NA,0.8723404255319149
95,1,1,1,WSLS,15,NA,0.8736842105263158
96,1,1,1,WSLS,15,NA,0.875
97,1,1,1,WSLS,15,NA,0.8762886597938144
98,1,1,1,WSLS,15,NA,0.8775510204081632
