T,param,subj,mean,q025,q975,true
120,p_win,16,0.85238884855,0.7281287054999999,0.9728425074999999,0.8360751801230885
120,p_win,17,0.8342363755,0.7053109172500001,0.9658568519999999,0.7889294660806802
120,p_win,18,0.8791149853,0.76325706375,0.97824887225,0.9652205831615592
120,p_win,19,0.75735061164,0.6025374915,0.92999289475,0.764648335165404
120,p_win,20,0.84199673776,0.70646568575,0.970747032,0.7894291746230735
120,p_win,21,0.92417001847,0.8447838515,0.98648083775,0.9547976548703013
120,p_win,22,0.87031256312,0.7543925617499999,0.9768615087499999,0.8377098260252689
120,p_win,23,0.88342828503,0.7743112335,0.98007231475,0.8257579821489709
120,p_win,24,0.81891190257,0.6826763785,0.95018408875,0.7687779807020009
120,p_win,25,0.77277935437,0.6305216252500001,0.96080914525,0.754829139838594
120,p_win,26,0.86994095378,0.7488079587500001,0.976655159,0.9216668691731714
120,p_win,27,0.84490321032,0.72210976025,0.9635275685,0.8597361547061497
120,p_win,28,0.80428600749,0.677885623,0.94415856225,0.7846659910338679
120,p_win,29,0.82736959473,0.68326074425,0.9661998669999999,0.6451686053030522
120,p_win,30,0.86640622325,0.75001200975,0.97319501825,0.9494686096073894
120,p_win,31,0.83892361095,0.7036072704999999,0.96984037525,0.8248648675752436
120,p_win,32,0.59508130274,0.4400784487500001,0.7816516197499999,0.5624837897108994
120,p_win,33,0.65173537453,0.50109917125,0.8316491637500001,0.6609196047390641
120,p_win,34,0.88750950591,0.7785286915,0.97954686,0.7532695458043561
120,p_win,35,0.93780636963,0.86435067775,0.9901754739999999,0.9704148492760913
120,p_win,36,0.91072508424,0.8127582305,0.98502048425,0.9577293235118781
120,p_win,37,0.76156257236,0.6197368855,0.9076175112499999,0.8466172144840615
120,p_win,38,0.86468699373,0.7317023695,0.9764054744999999,0.8153141418059389
120,p_win,39,0.88881535344,0.78085070625,0.976498535,0.9056443496612544
120,p_win,40,0.83881992639,0.70781731625,0.9587002374999999,0.8035439175003566
