param,mean,q025,q975,T,sim_id,true
lapse,0.18155056691,0.023719274300000003,0.4142935845,30,23,0.3199895555331981
p_win,0.75510364551,0.52493785275,0.944153547,30,24,0.6594754122766364
p_loss,0.1767326282719,0.029606502350000004,0.3681125344999999,30,24,0.19538589794721806
lapse,0.1888902199175,0.03400464775,0.41972987575,30,24,0.1435431926968022
p_win,0.83279519329,0.6511440294999999,0.96156369475,30,25,0.895392888105791
p_loss,0.2226366299481,0.0629960686,0.4400663019999999,30,25,0.11890612492271736
lapse,0.176299066736,0.03485936535,0.39091615274999997,30,25,0.3790841796429824
p_win,0.90282966979,0.7634711022499999,0.9817470277499999,30,26,0.9338741186571048
p_loss,0.2077394093083,0.04822752475,0.4087166514999999,30,26,0.11555091457404616
lapse,0.1285417732033,0.020976186075000004,0.31485636349999996,30,26,0.0891415361022463
p_win,0.89576395709,0.751173007,0.98120712125,30,27,0.8984885753756212
p_loss,0.1252929089478,0.019718330699999998,0.29988471775000003,30,27,0.07072066086958508
lapse,0.1135213412893,0.019027852975,0.26395022125000006,30,27,0.03639828785064433
p_win,0.87382158907,0.7164115429999999,0.97274882775,30,28,0.9668891914912537
p_loss,0.132855939074,0.018564076224999997,0.31358687024999987,30,28,0.18482767562215038
lapse,0.1284332817535,0.015389489875,0.32020007349999996,30,28,0.08307411380913352
p_win,0.74097030232,0.53510516225,0.9205363119999999,30,29,0.7398453574234266
p_loss,0.209112677589,0.05135569795,0.41289185524999994,30,29,0.11150565551773353
lapse,0.2096988157212,0.0309791156,0.4643033784999998,30,29,0.21791460217896066
p_win,0.80425475928,0.6038133809999999,0.9531817832499999,30,30,0.697540722057846
p_loss,0.12394972538448,0.022941567225,0.2820268945,30,30,0.0790784250800865
lapse,0.1534765806678,0.021563434075000002,0.3710103975,30,30,0.16740515624947333
p_win,0.79297536295,0.5948191372499999,0.9539798584999999,30,31,0.8532412745500298
p_loss,0.1970863666841,0.038173691675,0.418120375,30,31,0.0748564423475493
lapse,0.1899693188412,0.02601027325,0.448876849,30,31,0.28523377930183047
p_win,0.81810433155,0.6067004385,0.96481785125,30,32,0.6888936878749071
p_loss,0.387266374397,0.18420189525,0.591864057,30,32,0.3888603381607366
lapse,0.196859686997,0.031775752175000005,0.4527525994999998,30,32,0.24742626280990485
p_win,0.84794140708,0.68493323375,0.970614102,30,33,0.915075011436183
p_loss,0.1994462708007,0.037437209325,0.42484400549999995,30,33,0.18242717188357024
lapse,0.168058421734,0.0195014823,0.3835044449999999,30,33,0.4295725499544108
p_win,0.90324294468,0.7403083795,0.9858395474999999,30,34,0.9651630026040926
p_loss,0.251300827458,0.0760545505,0.45319214474999997,30,34,0.1960289292966878
lapse,0.1377331746583,0.017081952225000002,0.36902870824999995,30,34,0.10688044982072839
p_win,0.91466706159,0.7822093535,0.98855077,30,35,0.914525022032728
p_loss,0.1801249160175,0.03537192174999999,0.37038375375000004,30,35,0.02311744570080696
lapse,0.1185810022534,0.015607263000000001,0.27522900599999983,30,35,0.2731560989010295
p_win,0.69010873241,0.46180951324999997,0.88522988575,30,36,0.7677523728133528
p_loss,0.1835863828753,0.036537889175000005,0.37999729325,30,36,0.048105443974936365
lapse,0.189733408611,0.028567107975,0.427424439,30,36,0.17930047628377038
p_win,0.82352655471,0.65197106125,0.958558071,30,37,0.7979912245632184
p_loss,0.1324749829759,0.021198229599999997,0.32835749774999984,30,37,0.19991941432599686
lapse,0.1467455434003,0.01699184785,0.35150580625,30,37,0.08199408290788286
p_win,0.8520405228,0.647506156,0.97675342925,30,38,0.926178572321206
p_loss,0.16561061634989999,0.040924341275,0.33953107024999996,30,38,0.1095647034836994
lapse,0.151412756411,0.025114919175,0.34729813499999984,30,38,0.1275652246412586
p_win,0.82098717831,0.6444097547500001,0.954814346,30,39,0.838369204381754
p_loss,0.1621143793911,0.029327092825,0.36518983299999996,30,39,0.22434389738731306
lapse,0.170010846758,0.027636530575000002,0.3881336967499999,30,39,0.2672488316630821
p_win,0.80412058127,0.59863889,0.951741744,30,40,0.948767075397916
p_loss,0.334382075535,0.1121079395,0.564934751,30,40,0.21808998537624608
lapse,0.199775593521,0.034335985475000004,0.44438202124999987,30,40,0.3852666068450328
p_win,0.82525008212,0.64687452675,0.9594167152499999,60,1,0.9181542519507062
p_loss,0.228838711823,0.0808562522,0.39933805624999996,60,1,0.2228946908574249
lapse,0.1944552074971,0.034972253025000004,0.411216907,60,1,0.06670867979229872
p_win,0.79275124636,0.616629792,0.9454874245,60,2,0.8715673272653249
p_loss,0.227793338166,0.072458454025,0.4036940735,60,2,0.22382042618688797
lapse,0.2090797494998,0.034648822525000005,0.45788006425,60,2,0.22467082294098
p_win,0.61633774806,0.453178571,0.8129088544999999,60,3,0.6596771882481057
p_loss,0.300780423059,0.11466360849999999,0.49405240549999996,60,3,0.2443859991848563
lapse,0.227548974063,0.030589545200000002,0.5460894155,60,3,0.1277236522787325
p_win,0.8053471029,0.6462029545000001,0.938796965,60,4,0.8347356009714887
p_loss,0.1007926867305,0.017471149225,0.23213384874999998,60,4,0.07448569412439397
lapse,0.1330672064305,0.028524589399999998,0.310086854,60,4,0.17558185836718923
p_win,0.94698655963,0.85223698,0.9929218845000001,60,5,0.9608411299434433
p_loss,0.162033314176,0.0515551613,0.30230884575,60,5,0.10922441057194708
lapse,0.0801478712282,0.007613877435000001,0.21292474349999996,60,5,0.11002799419467837
