subject,mean,lo,hi,true
1,0.763558382228,0.56026468475,0.97845088525,0.86205375
2,0.755289512235,0.5496435840000001,0.97486358075,0.86205375
3,0.765263502915,0.56785684125,0.9756762754999999,0.86205375
4,0.74848985418,0.5477581732500001,0.97166873975,0.86205375
5,0.7411666903495,0.5118142975,0.9699931687499999,0.86205375
6,0.76542405815,0.57245449375,0.97968367075,0.86205375
7,0.77031914565,0.57510530225,0.9804338187499998,0.86205375
8,0.76761789637,0.5748005764999999,0.9771237355,0.86205375
9,0.76875702403,0.57329456225,0.9768441782499999,0.86205375
10,0.766826351785,0.5726453665,0.9810006919999998,0.86205375
11,0.76497424656,0.5710500085,0.9757006694999999,0.86205375
12,0.760851705825,0.5647179665,0.9758801727499998,0.86205375
13,0.77291394998,0.5792283625,0.98065324675,0.86205375
14,0.767961331565,0.572201268,0.97800613325,0.86205375
15,0.773487838045,0.584680721,0.97922505575,0.86205375
16,0.760565053365,0.5614750062500001,0.98089116575,0.86205375
17,0.77402732058,0.5793095795000001,0.978499718,0.86205375
18,0.765905764735,0.57148120675,0.9766964037499999,0.86205375
19,0.76055594313,0.5671824285,0.97702099975,0.86205375
20,0.762201363345,0.56808948125,0.9738157677499999,0.86205375
21,0.75575594063,0.55906006225,0.976423291,0.86205375
22,0.781688980515,0.586362592,0.979333676,0.86205375
23,0.76203087681,0.5657570447499999,0.97760175325,0.86205375
24,0.769004999135,0.56984002,0.979995167,0.86205375
25,0.780525483835,0.58577671425,0.9793016317500001,0.86205375
