pairing,opponent,strategy,position,sim_id,payoff_total,payoff_matcher,payoff_mismatcher,role_advantage,winrate,n_win_first,rep_win_first,n_loss_first,rep_loss_first,n_win_second,rep_win_second,n_loss_second,rep_loss_second
WSLS vs WSLS,WSLS,WSLS,B,526,14,8,6,2,0.5700000000000001,28,16,22,9,29,14,20,12
WSLS vs WSLS,WSLS,WSLS,A,527,0,-4,4,-8,0.5,23,18,27,14,27,13,22,14
WSLS vs WSLS,WSLS,WSLS,B,527,-0,-4,4,-8,0.5,27,17,23,12,22,15,27,14
WSLS vs WSLS,WSLS,WSLS,A,528,-18,2,-20,22,0.41,26,14,24,14,15,5,34,18
WSLS vs WSLS,WSLS,WSLS,B,528,18,20,-2,22,0.5900000000000001,24,10,26,16,34,19,15,10
WSLS vs WSLS,WSLS,WSLS,A,529,12,2,10,-8,0.56,26,19,24,10,30,18,19,12
WSLS vs WSLS,WSLS,WSLS,B,529,-12,-10,-2,-8,0.43999999999999995,24,16,26,16,19,9,30,22
WSLS vs WSLS,WSLS,WSLS,A,530,12,0,12,-12,0.56,25,11,25,15,31,12,18,11
WSLS vs WSLS,WSLS,WSLS,B,530,-12,-12,-0,-12,0.43999999999999995,25,14,25,16,18,5,31,17
WSLS vs WSLS,WSLS,WSLS,A,531,-28,-10,-18,8,0.36,20,12,30,21,16,11,33,24
WSLS vs WSLS,WSLS,WSLS,B,531,28,18,10,8,0.64,30,15,20,12,33,17,16,8
WSLS vs WSLS,WSLS,WSLS,A,532,20,-2,22,-24,0.6,24,18,26,12,35,20,14,8
WSLS vs WSLS,WSLS,WSLS,B,532,-20,-22,2,-24,0.4,26,18,24,10,14,8,35,20
WSLS vs WSLS,WSLS,WSLS,A,533,-24,-20,-4,-16,0.38,15,5,35,20,22,14,27,19
WSLS vs WSLS,WSLS,WSLS,B,533,24,4,20,-16,0.62,35,23,15,7,27,17,22,13
WSLS vs WSLS,WSLS,WSLS,A,534,-2,0,-2,2,0.49,25,15,25,10,23,12,26,16
WSLS vs WSLS,WSLS,WSLS,B,534,2,2,-0,2,0.51,25,11,25,15,26,13,23,11
WSLS vs WSLS,WSLS,WSLS,A,535,-10,-2,-8,6,0.45,24,15,26,14,20,8,29,18
WSLS vs WSLS,WSLS,WSLS,B,535,10,8,2,6,0.55,26,16,24,18,29,17,20,11
WSLS vs WSLS,WSLS,WSLS,A,536,-10,4,-14,18,0.45,27,13,23,9,17,7,32,16
WSLS vs WSLS,WSLS,WSLS,B,536,10,14,-4,18,0.55,23,12,27,15,32,22,17,12
WSLS vs WSLS,WSLS,WSLS,A,537,-2,-10,8,-18,0.49,20,11,30,22,28,17,21,10
WSLS vs WSLS,WSLS,WSLS,B,537,2,-8,10,-18,0.51,30,20,20,10,21,12,28,14
WSLS vs WSLS,WSLS,WSLS,A,538,4,0,4,-4,0.52,25,12,25,14,26,19,23,15
WSLS vs WSLS,WSLS,WSLS,B,538,-4,-4,-0,-4,0.48,25,11,25,13,23,12,26,13
WSLS vs WSLS,WSLS,WSLS,A,539,-2,-4,2,-6,0.49,23,14,27,17,26,14,23,16
WSLS vs WSLS,WSLS,WSLS,B,539,2,-2,4,-6,0.51,27,18,23,13,23,15,26,8
WSLS vs WSLS,WSLS,WSLS,A,540,-12,0,-12,12,0.44,25,15,25,9,19,10,30,20
WSLS vs WSLS,WSLS,WSLS,B,540,12,12,-0,12,0.56,25,16,25,16,30,18,19,9
WSLS vs WSLS,WSLS,WSLS,A,541,2,-2,4,-6,0.51,24,15,26,13,26,16,23,11
WSLS vs WSLS,WSLS,WSLS,B,541,-2,-4,2,-6,0.49,26,13,24,13,23,13,26,14
WSLS vs WSLS,WSLS,WSLS,A,542,10,12,-2,14,0.55,31,16,19,4,24,11,25,18
WSLS vs WSLS,WSLS,WSLS,B,542,-10,2,-12,14,0.44999999999999996,19,11,31,19,25,13,24,11
WSLS vs WSLS,WSLS,WSLS,A,543,10,6,4,2,0.55,28,20,22,11,26,10,23,17
WSLS vs WSLS,WSLS,WSLS,B,543,-10,-4,-6,2,0.44999999999999996,22,13,28,18,23,14,26,16
WSLS vs WSLS,WSLS,WSLS,A,544,-24,-10,-14,4,0.38,20,9,30,17,18,10,31,17
WSLS vs WSLS,WSLS,WSLS,B,544,24,14,10,4,0.62,30,22,20,11,31,14,18,9
WSLS vs WSLS,WSLS,WSLS,A,545,6,0,6,-6,0.53,25,12,25,15,27,16,22,14
WSLS vs WSLS,WSLS,WSLS,B,545,-6,-6,-0,-6,0.47,25,9,25,17,22,15,27,12
WSLS vs WSLS,WSLS,WSLS,A,546,-16,-12,-4,-8,0.42,19,11,31,15,23,12,26,14
WSLS vs WSLS,WSLS,WSLS,B,546,16,4,12,-8,0.5800000000000001,31,15,19,9,26,19,23,11
WSLS vs WSLS,WSLS,WSLS,A,547,-8,-4,-4,0,0.46,23,12,27,20,23,10,26,13
WSLS vs WSLS,WSLS,WSLS,B,547,8,4,4,0,0.54,27,14,23,15,26,15,23,11
WSLS vs WSLS,WSLS,WSLS,A,548,10,6,4,2,0.55,28,21,22,14,26,16,23,14
WSLS vs WSLS,WSLS,WSLS,B,548,-10,-4,-6,2,0.44999999999999996,22,11,28,16,23,16,26,14
WSLS vs WSLS,WSLS,WSLS,A,549,0,-4,4,-8,0.5,23,12,27,15,26,17,23,11
WSLS vs WSLS,WSLS,WSLS,B,549,-0,-4,4,-8,0.5,27,17,23,12,23,15,26,9
WSLS vs WSLS,WSLS,WSLS,A,550,0,10,-10,20,0.5,30,20,20,11,19,14,30,20
WSLS vs WSLS,WSLS,WSLS,B,550,-0,10,-10,20,0.5,20,12,30,18,30,23,19,8
WSLS vs WSLS,WSLS,WSLS,A,551,-6,2,-8,10,0.47,26,18,24,13,21,11,28,14
WSLS vs WSLS,WSLS,WSLS,B,551,6,8,-2,10,0.53,24,14,26,15,28,13,21,11
WSLS vs WSLS,WSLS,WSLS,A,552,8,0,8,-8,0.54,25,16,25,14,29,16,20,7
WSLS vs WSLS,WSLS,WSLS,B,552,-8,-8,-0,-8,0.45999999999999996,25,17,25,12,20,13,29,14
WSLS vs WSLS,WSLS,WSLS,A,553,-4,6,-10,16,0.48,28,15,22,12,19,13,30,19
WSLS vs WSLS,WSLS,WSLS,B,553,4,10,-6,16,0.52,22,10,28,8,30,17,19,8
WSLS vs WSLS,WSLS,WSLS,A,554,20,10,10,0,0.6,30,18,20,11,29,12,20,11
WSLS vs WSLS,WSLS,WSLS,B,554,-20,-10,-10,0,0.4,20,8,30,19,20,11,29,18
WSLS vs WSLS,WSLS,WSLS,A,555,0,2,-2,4,0.5,26,14,24,10,24,14,25,13
WSLS vs WSLS,WSLS,WSLS,B,555,-0,2,-2,4,0.5,24,13,26,13,25,16,24,15
WSLS vs WSLS,WSLS,WSLS,A,556,-2,2,-4,6,0.49,26,16,24,16,22,16,27,18
WSLS vs WSLS,WSLS,WSLS,B,556,2,4,-2,6,0.51,24,14,26,17,27,11,22,11
WSLS vs WSLS,WSLS,WSLS,A,557,-2,0,-2,2,0.49,25,12,25,13,24,14,25,14
WSLS vs WSLS,WSLS,WSLS,B,557,2,2,-0,2,0.51,25,12,25,13,25,16,24,11
WSLS vs WSLS,WSLS,WSLS,A,558,-2,0,-2,2,0.49,25,15,25,15,24,14,25,15
WSLS vs WSLS,WSLS,WSLS,B,558,2,2,-0,2,0.51,25,9,25,13,25,12,24,12
WSLS vs WSLS,WSLS,WSLS,A,559,4,4,0,4,0.52,27,19,23,13,25,14,24,11
WSLS vs WSLS,WSLS,WSLS,B,559,-4,-0,-4,4,0.48,23,15,27,11,24,14,25,13
WSLS vs WSLS,WSLS,WSLS,A,560,-10,0,-10,10,0.45,25,15,25,14,20,12,29,17
WSLS vs WSLS,WSLS,WSLS,B,560,10,10,-0,10,0.55,25,14,25,13,29,20,20,13
WSLS vs WSLS,WSLS,WSLS,A,561,2,10,-8,18,0.51,30,17,20,9,20,13,29,14
WSLS vs WSLS,WSLS,WSLS,B,561,-2,8,-10,18,0.49,20,11,30,11,29,15,20,10
WSLS vs WSLS,WSLS,WSLS,A,562,4,6,-2,8,0.52,28,9,22,16,24,11,25,15
WSLS vs WSLS,WSLS,WSLS,B,562,-4,2,-6,8,0.48,22,14,28,16,25,16,24,13
WSLS vs WSLS,WSLS,WSLS,A,563,-8,2,-10,12,0.46,26,12,24,11,20,9,29,12
WSLS vs WSLS,WSLS,WSLS,B,563,8,10,-2,12,0.54,24,14,26,17,29,18,20,11
WSLS vs WSLS,WSLS,WSLS,A,564,2,4,-2,6,0.51,27,19,23,7,24,13,25,14
WSLS vs WSLS,WSLS,WSLS,B,564,-2,2,-4,6,0.49,23,15,27,11,25,13,24,16
WSLS vs WSLS,WSLS,WSLS,A,565,4,14,-10,24,0.52,32,14,18,9,19,10,30,20
WSLS vs WSLS,WSLS,WSLS,B,565,-4,10,-14,24,0.48,18,9,32,15,30,21,19,9
WSLS vs WSLS,WSLS,WSLS,A,566,18,10,8,2,0.59,30,17,20,11,28,16,21,14
WSLS vs WSLS,WSLS,WSLS,B,566,-18,-8,-10,2,0.41000000000000003,20,12,30,16,21,13,28,16
WSLS vs WSLS,WSLS,WSLS,A,567,2,0,2,-2,0.51,25,14,25,12,25,10,24,12
WSLS vs WSLS,WSLS,WSLS,B,567,-2,-2,-0,-2,0.49,25,17,25,16,24,12,25,12
WSLS vs WSLS,WSLS,WSLS,A,568,-16,0,-16,16,0.42,25,14,25,18,17,9,32,18
WSLS vs WSLS,WSLS,WSLS,B,568,16,16,-0,16,0.5800000000000001,25,14,25,15,32,15,17,8
WSLS vs WSLS,WSLS,WSLS,A,569,-2,6,-8,14,0.49,28,18,22,14,21,7,28,13
WSLS vs WSLS,WSLS,WSLS,B,569,2,8,-6,14,0.51,22,10,28,17,28,18,21,9
WSLS vs WSLS,WSLS,WSLS,A,570,-4,-8,4,-12,0.48,21,14,29,13,27,15,22,15
WSLS vs WSLS,WSLS,WSLS,B,570,4,-4,8,-12,0.52,29,18,21,9,22,15,27,14
WSLS vs WSLS,WSLS,WSLS,A,571,-14,-8,-6,-2,0.43,21,11,29,17,21,14,28,11
WSLS vs WSLS,WSLS,WSLS,B,571,14,6,8,-2,0.5700000000000001,29,18,21,10,28,13,21,15
WSLS vs WSLS,WSLS,WSLS,A,572,12,6,6,0,0.56,28,18,22,14,28,17,21,11
WSLS vs WSLS,WSLS,WSLS,B,572,-12,-6,-6,0,0.43999999999999995,22,10,28,15,21,13,28,20
WSLS vs WSLS,WSLS,WSLS,A,573,2,2,0,2,0.51,26,16,24,9,25,12,24,14
WSLS vs WSLS,WSLS,WSLS,B,573,-2,-0,-2,2,0.49,24,11,26,16,24,15,25,14
WSLS vs WSLS,WSLS,WSLS,A,574,10,8,2,6,0.55,29,16,21,9,26,15,23,15
WSLS vs WSLS,WSLS,WSLS,B,574,-10,-2,-8,6,0.44999999999999996,21,13,29,17,23,15,26,16
WSLS vs WSLS,WSLS,WSLS,A,575,2,10,-8,18,0.51,30,15,20,13,20,12,29,16
WSLS vs WSLS,WSLS,WSLS,B,575,-2,8,-10,18,0.49,20,12,30,12,29,17,20,10
WSLS vs WSLS,WSLS,WSLS,A,576,0,8,-8,16,0.5,29,19,21,6,21,8,28,13
WSLS vs WSLS,WSLS,WSLS,B,576,-0,8,-8,16,0.5,21,14,29,15,28,16,21,12
WSLS vs WSLS,WSLS,WSLS,A,577,4,8,-4,12,0.52,29,18,21,11,23,11,26,12
WSLS vs WSLS,WSLS,WSLS,B,577,-4,4,-8,12,0.48,21,15,29,19,26,15,23,14
WSLS vs WSLS,WSLS,WSLS,A,578,2,0,2,-2,0.51,25,19,25,14,25,18,24,14
WSLS vs WSLS,WSLS,WSLS,B,578,-2,-2,-0,-2,0.49,25,13,25,13,24,12,25,11
WSLS vs WSLS,WSLS,WSLS,A,579,20,14,6,8,0.6,32,17,18,10,27,10,22,15
WSLS vs WSLS,WSLS,WSLS,B,579,-20,-6,-14,8,0.4,18,8,32,14,22,7,27,17
WSLS vs WSLS,WSLS,WSLS,A,580,2,-2,4,-6,0.51,24,12,26,11,27,15,22,15
WSLS vs WSLS,WSLS,WSLS,B,580,-2,-4,2,-6,0.49,26,19,24,12,22,10,27,20
WSLS vs WSLS,WSLS,WSLS,A,581,24,6,18,-12,0.62,28,16,22,12,33,25,16,10
WSLS vs WSLS,WSLS,WSLS,B,581,-24,-18,-6,-12,0.38,22,10,28,13,16,8,33,21
WSLS vs WSLS,WSLS,WSLS,A,582,8,2,6,-4,0.54,26,17,24,17,27,16,22,8
WSLS vs WSLS,WSLS,WSLS,B,582,-8,-6,-2,-4,0.45999999999999996,24,10,26,14,22,8,27,13
WSLS vs WSLS,WSLS,WSLS,A,583,4,-10,14,-24,0.52,20,7,30,14,32,19,17,10
WSLS vs WSLS,WSLS,WSLS,B,583,-4,-14,10,-24,0.48,30,14,20,10,17,7,32,19
WSLS vs WSLS,WSLS,WSLS,A,584,-12,-8,-4,-4,0.44,21,17,29,13,22,11,27,16
WSLS vs WSLS,WSLS,WSLS,B,584,12,4,8,-4,0.56,29,13,21,9,27,15,22,9
WSLS vs WSLS,WSLS,WSLS,A,585,16,-4,20,-24,0.58,23,9,27,15,34,22,15,7
WSLS vs WSLS,WSLS,WSLS,B,585,-16,-20,4,-24,0.42000000000000004,27,12,23,16,15,9,34,20
WSLS vs WSLS,WSLS,WSLS,A,586,-2,-2,0,-2,0.49,24,13,26,17,24,13,25,7
WSLS vs WSLS,WSLS,WSLS,B,586,2,-0,2,-2,0.51,26,17,24,14,25,14,24,13
WSLS vs WSLS,WSLS,WSLS,A,587,-12,-8,-4,-4,0.44,21,14,29,17,22,7,27,10
WSLS vs WSLS,WSLS,WSLS,B,587,12,4,8,-4,0.56,29,17,21,17,27,15,22,15
WSLS vs WSLS,WSLS,WSLS,A,588,10,8,2,6,0.55,29,20,21,9,26,17,23,13
WSLS vs WSLS,WSLS,WSLS,B,588,-10,-2,-8,6,0.44999999999999996,21,9,29,17,23,9,26,18
WSLS vs WSLS,WSLS,WSLS,A,589,6,12,-6,18,0.53,31,21,19,10,21,12,28,14
WSLS vs WSLS,WSLS,WSLS,B,589,-6,6,-12,18,0.47,19,12,31,20,28,18,21,15
WSLS vs WSLS,WSLS,WSLS,A,590,-10,-10,0,-10,0.45,20,10,30,21,25,10,24,13
WSLS vs WSLS,WSLS,WSLS,B,590,10,-0,10,-10,0.55,30,20,20,9,24,10,25,16
WSLS vs WSLS,WSLS,WSLS,A,591,4,8,-4,12,0.52,29,18,21,15,22,12,27,18
WSLS vs WSLS,WSLS,WSLS,B,591,-4,4,-8,12,0.48,21,16,29,13,27,13,22,12
WSLS vs WSLS,WSLS,WSLS,A,592,8,-4,12,-16,0.54,23,15,27,12,30,17,19,8
WSLS vs WSLS,WSLS,WSLS,B,592,-8,-12,4,-16,0.45999999999999996,27,18,23,12,19,11,30,9
WSLS vs WSLS,WSLS,WSLS,A,593,6,0,6,-6,0.53,25,10,25,16,28,16,21,8
WSLS vs WSLS,WSLS,WSLS,B,593,-6,-6,-0,-6,0.47,25,16,25,12,21,10,28,13
WSLS vs WSLS,WSLS,WSLS,A,594,6,8,-2,10,0.53,29,12,21,10,24,13,25,13
WSLS vs WSLS,WSLS,WSLS,B,594,-6,2,-8,10,0.47,21,14,29,15,25,14,24,17
WSLS vs WSLS,WSLS,WSLS,A,595,-4,2,-6,8,0.48,26,12,24,12,21,13,28,16
WSLS vs WSLS,WSLS,WSLS,B,595,4,6,-2,8,0.52,24,16,26,14,28,13,21,11
WSLS vs WSLS,WSLS,WSLS,A,596,10,-2,12,-14,0.55,24,12,26,15,30,13,19,5
WSLS vs WSLS,WSLS,WSLS,B,596,-10,-12,2,-14,0.44999999999999996,26,15,24,11,19,10,30,16
WSLS vs WSLS,WSLS,WSLS,A,597,16,8,8,0,0.58,29,21,21,8,28,16,21,9
WSLS vs WSLS,WSLS,WSLS,B,597,-16,-8,-8,0,0.42000000000000004,21,14,29,15,21,8,28,19
WSLS vs WSLS,WSLS,WSLS,A,598,6,4,2,2,0.53,27,20,23,9,26,14,23,15
WSLS vs WSLS,WSLS,WSLS,B,598,-6,-2,-4,2,0.47,23,11,27,14,23,11,26,16
WSLS vs WSLS,WSLS,WSLS,A,599,-6,0,-6,6,0.47,25,15,25,13,22,11,27,12
WSLS vs WSLS,WSLS,WSLS,B,599,6,6,-0,6,0.53,25,9,25,17,27,20,22,13
WSLS vs WSLS,WSLS,WSLS,A,600,6,-6,12,-18,0.53,22,16,28,17,31,18,18,8
WSLS vs WSLS,WSLS,WSLS,B,600,-6,-12,6,-18,0.47,28,12,22,12,18,12,31,15
WSLS vs kToM,kToM,WSLS,A,1,-18,-16,-2,-14,0.41,17,12,33,17,23,11,26,11
WSLS vs kToM,WSLS,kToM,B,1,18,2,16,-14,0.5900000000000001,33,22,17,5,26,18,23,7
WSLS vs kToM,kToM,WSLS,A,2,-8,-6,-2,-4,0.46,22,13,28,14,23,13,26,13
WSLS vs kToM,WSLS,kToM,B,2,8,2,6,-4,0.54,28,19,22,4,26,15,23,6
WSLS vs kToM,kToM,WSLS,A,3,12,6,6,0,0.56,28,15,22,9,28,14,21,8
WSLS vs kToM,WSLS,kToM,B,3,-12,-6,-6,0,0.43999999999999995,22,18,28,8,21,14,28,11
WSLS vs kToM,kToM,WSLS,A,4,-10,0,-10,10,0.45,25,11,25,14,19,8,30,23
WSLS vs kToM,WSLS,kToM,B,4,10,10,-0,10,0.55,25,15,25,12,30,22,19,3
WSLS vs kToM,kToM,WSLS,A,5,-16,-12,-4,-8,0.42,19,15,31,17,22,11,27,19
WSLS vs kToM,WSLS,kToM,B,5,16,4,12,-8,0.5800000000000001,31,23,19,5,27,18,22,9
WSLS vs kToM,kToM,WSLS,A,6,12,10,2,8,0.56,30,20,20,13,26,16,23,16
WSLS vs kToM,WSLS,kToM,B,6,-12,-2,-10,8,0.43999999999999995,20,16,30,15,23,16,26,10
WSLS vs kToM,kToM,WSLS,A,7,0,0,0,0,0.5,25,14,25,17,24,16,25,14
WSLS vs kToM,WSLS,kToM,B,7,-0,-0,-0,0,0.5,25,17,25,5,25,16,24,8
WSLS vs kToM,kToM,WSLS,A,8,2,-4,6,-10,0.51,23,10,27,16,28,14,21,11
WSLS vs kToM,WSLS,kToM,B,8,-2,-6,4,-10,0.49,27,19,23,7,21,18,28,5
WSLS vs kToM,kToM,WSLS,A,9,-12,-4,-8,4,0.44,23,17,27,16,21,14,28,16
WSLS vs kToM,WSLS,kToM,B,9,12,8,4,4,0.56,27,20,23,8,28,20,21,6
WSLS vs kToM,kToM,WSLS,A,10,2,8,-6,14,0.51,29,15,21,14,21,7,28,18
WSLS vs kToM,WSLS,kToM,B,10,-2,6,-8,14,0.49,21,14,29,9,28,22,21,10
WSLS vs kToM,kToM,WSLS,A,11,6,-2,8,-10,0.53,24,11,26,15,29,13,20,12
WSLS vs kToM,WSLS,kToM,B,11,-6,-8,2,-10,0.47,26,21,24,6,20,13,29,9
WSLS vs kToM,kToM,WSLS,A,12,-2,-8,6,-14,0.49,21,15,29,15,28,19,21,11
WSLS vs kToM,WSLS,kToM,B,12,2,-6,8,-14,0.51,29,22,21,5,21,13,28,11
WSLS vs kToM,kToM,WSLS,A,13,2,6,-4,10,0.51,28,14,22,13,22,10,27,16
WSLS vs kToM,WSLS,kToM,B,13,-2,4,-6,10,0.49,22,12,28,9,27,24,22,6
WSLS vs kToM,kToM,WSLS,A,14,-6,-4,-2,-2,0.47,23,8,27,17,24,11,25,13
WSLS vs kToM,WSLS,kToM,B,14,6,2,4,-2,0.53,27,17,23,7,25,14,24,6
WSLS vs kToM,kToM,WSLS,A,15,-6,0,-6,6,0.47,25,13,25,10,22,13,27,10
WSLS vs kToM,WSLS,kToM,B,15,6,6,-0,6,0.53,25,17,25,5,27,19,22,12
WSLS vs kToM,kToM,WSLS,A,16,-6,-2,-4,2,0.47,24,16,26,14,23,13,26,14
WSLS vs kToM,WSLS,kToM,B,16,6,4,2,2,0.53,26,18,24,7,26,19,23,4
WSLS vs kToM,kToM,WSLS,A,17,6,4,2,2,0.53,27,17,23,12,25,13,24,9
WSLS vs kToM,WSLS,kToM,B,17,-6,-2,-4,2,0.47,23,15,27,13,24,20,25,5
WSLS vs kToM,kToM,WSLS,A,18,4,8,-4,12,0.52,29,16,21,12,22,14,27,14
WSLS vs kToM,WSLS,kToM,B,18,-4,4,-8,12,0.48,21,14,29,12,27,20,22,7
WSLS vs kToM,kToM,WSLS,A,19,4,0,4,-4,0.52,25,10,25,17,27,14,22,15
WSLS vs kToM,WSLS,kToM,B,19,-4,-4,-0,-4,0.48,25,15,25,3,22,16,27,9
WSLS vs kToM,kToM,WSLS,A,20,-28,-22,-6,-16,0.36,14,9,36,25,22,10,27,14
WSLS vs kToM,WSLS,kToM,B,20,28,6,22,-16,0.64,36,26,14,1,27,19,22,9
WSLS vs kToM,kToM,WSLS,A,21,2,4,-2,6,0.51,27,11,23,10,24,14,25,16
WSLS vs kToM,WSLS,kToM,B,21,-2,2,-4,6,0.49,23,19,27,10,25,17,24,9
WSLS vs kToM,kToM,WSLS,A,22,-2,0,-2,2,0.49,25,12,25,13,23,11,26,18
WSLS vs kToM,WSLS,kToM,B,22,2,2,-0,2,0.51,25,18,25,7,26,18,23,6
WSLS vs kToM,kToM,WSLS,A,23,-6,-6,0,-6,0.47,22,14,28,17,24,14,25,12
WSLS vs kToM,WSLS,kToM,B,23,6,-0,6,-6,0.53,28,24,22,3,25,18,24,7
WSLS vs kToM,kToM,WSLS,A,24,-12,-2,-10,8,0.44,24,12,26,14,20,17,29,14
WSLS vs kToM,WSLS,kToM,B,24,12,10,2,8,0.56,26,20,24,7,29,19,20,6
WSLS vs kToM,kToM,WSLS,A,25,10,12,-2,14,0.55,31,19,19,4,23,18,26,15
WSLS vs kToM,WSLS,kToM,B,25,-10,2,-12,14,0.44999999999999996,19,15,31,13,26,20,23,9
WSLS vs kToM,kToM,WSLS,A,26,0,14,-14,28,0.5,32,12,18,10,17,10,32,21
WSLS vs kToM,WSLS,kToM,B,26,-0,14,-14,28,0.5,18,9,32,13,32,23,17,5
WSLS vs kToM,kToM,WSLS,A,27,2,4,-2,6,0.51,27,15,23,13,23,11,26,16
WSLS vs kToM,WSLS,kToM,B,27,-2,2,-4,6,0.49,23,13,27,10,26,14,23,4
WSLS vs kToM,kToM,WSLS,A,28,-14,-6,-8,2,0.43,22,11,28,16,21,12,28,16
WSLS vs kToM,WSLS,kToM,B,28,14,8,6,2,0.5700000000000001,28,24,22,7,28,19,21,6
WSLS vs kToM,kToM,WSLS,A,29,-2,4,-6,10,0.49,27,12,23,13,22,15,27,15
WSLS vs kToM,WSLS,kToM,B,29,2,6,-4,10,0.51,23,16,27,6,27,24,22,6
WSLS vs kToM,kToM,WSLS,A,30,-8,0,-8,8,0.46,25,13,25,11,21,13,28,12
WSLS vs kToM,WSLS,kToM,B,30,8,8,-0,8,0.54,25,17,25,9,28,21,21,3
WSLS vs kToM,kToM,WSLS,A,31,12,6,6,0,0.56,28,17,22,13,27,11,22,12
WSLS vs kToM,WSLS,kToM,B,31,-12,-6,-6,0,0.43999999999999995,22,18,28,12,22,17,27,7
WSLS vs kToM,kToM,WSLS,A,32,14,6,8,-2,0.57,28,13,22,11,28,13,21,9
WSLS vs kToM,WSLS,kToM,B,32,-14,-8,-6,-2,0.43000000000000005,22,17,28,9,21,17,28,13
WSLS vs kToM,kToM,WSLS,A,33,-8,0,-8,8,0.46,25,16,25,16,21,13,28,17
WSLS vs kToM,WSLS,kToM,B,33,8,8,-0,8,0.54,25,17,25,7,28,18,21,6
WSLS vs kToM,kToM,WSLS,A,34,-14,-8,-6,-2,0.43,21,11,29,14,22,10,27,17
WSLS vs kToM,WSLS,kToM,B,34,14,6,8,-2,0.5700000000000001,29,23,21,6,27,17,22,5
WSLS vs kToM,kToM,WSLS,A,35,0,0,0,0,0.5,25,13,25,13,25,11,24,10
WSLS vs kToM,WSLS,kToM,B,35,-0,-0,-0,0,0.5,25,16,25,6,24,11,25,11
WSLS vs kToM,kToM,WSLS,A,36,-14,-20,6,-26,0.43,15,11,35,24,27,18,22,13
WSLS vs kToM,WSLS,kToM,B,36,14,-6,20,-26,0.5700000000000001,35,23,15,4,22,17,27,8
WSLS vs kToM,kToM,WSLS,A,37,4,0,4,-4,0.52,25,13,25,10,27,14,22,12
WSLS vs kToM,WSLS,kToM,B,37,-4,-4,-0,-4,0.48,25,18,25,10,22,17,27,10
WSLS vs kToM,kToM,WSLS,A,38,-6,-8,2,-10,0.47,21,15,29,12,25,16,24,13
WSLS vs kToM,WSLS,kToM,B,38,6,-2,8,-10,0.53,29,16,21,4,24,17,25,7
WSLS vs kToM,kToM,WSLS,A,39,8,-2,10,-12,0.54,24,8,26,13,29,18,20,10
WSLS vs kToM,WSLS,kToM,B,39,-8,-10,2,-12,0.45999999999999996,26,19,24,8,20,14,29,8
WSLS vs kToM,kToM,WSLS,A,40,2,-2,4,-6,0.51,24,15,26,14,27,16,22,13
WSLS vs kToM,WSLS,kToM,B,40,-2,-4,2,-6,0.49,26,21,24,4,22,15,27,10
WSLS vs kToM,kToM,WSLS,A,41,-12,-6,-6,0,0.44,22,11,28,21,22,14,27,15
WSLS vs kToM,WSLS,kToM,B,41,12,6,6,0,0.56,28,20,22,10,27,22,22,5
WSLS vs kToM,kToM,WSLS,A,42,-28,-4,-24,20,0.36,23,15,27,15,12,11,37,23
WSLS vs kToM,WSLS,kToM,B,42,28,24,4,20,0.64,27,21,23,9,37,26,12,3
WSLS vs kToM,kToM,WSLS,A,43,-4,-8,4,-12,0.48,21,12,29,16,27,15,22,12
WSLS vs kToM,WSLS,kToM,B,43,4,-4,8,-12,0.52,29,23,21,4,22,17,27,11
WSLS vs kToM,kToM,WSLS,A,44,-8,4,-12,16,0.46,27,18,23,10,19,11,30,20
WSLS vs kToM,WSLS,kToM,B,44,8,12,-4,16,0.54,23,20,27,12,30,22,19,6
WSLS vs kToM,kToM,WSLS,A,45,-12,-12,0,-12,0.44,19,9,31,18,25,14,24,15
WSLS vs kToM,WSLS,kToM,B,45,12,-0,12,-12,0.56,31,21,19,6,24,17,25,9
WSLS vs kToM,kToM,WSLS,A,46,-6,0,-6,6,0.47,25,15,25,13,21,14,28,16
WSLS vs kToM,WSLS,kToM,B,46,6,6,-0,6,0.53,25,21,25,8,28,21,21,5
WSLS vs kToM,kToM,WSLS,A,47,-18,-12,-6,-6,0.41,19,10,31,21,22,13,27,16
WSLS vs kToM,WSLS,kToM,B,47,18,6,12,-6,0.5900000000000001,31,24,19,6,27,21,22,6
WSLS vs kToM,kToM,WSLS,A,48,-6,-2,-4,2,0.47,24,15,26,14,23,12,26,19
WSLS vs kToM,WSLS,kToM,B,48,6,4,2,2,0.53,26,17,24,7,26,16,23,3
WSLS vs kToM,kToM,WSLS,A,49,-14,-4,-10,6,0.43,23,14,27,13,20,12,29,21
WSLS vs kToM,WSLS,kToM,B,49,14,10,4,6,0.5700000000000001,27,19,23,6,29,19,20,4
WSLS vs kToM,kToM,WSLS,A,50,-8,-6,-2,-4,0.46,22,15,28,16,23,11,26,14
WSLS vs kToM,WSLS,kToM,B,50,8,2,6,-4,0.54,28,20,22,3,26,18,23,4
WSLS vs kToM,kToM,WSLS,A,51,-10,-4,-6,2,0.45,23,13,27,13,21,11,28,15
WSLS vs kToM,WSLS,kToM,B,51,10,6,4,2,0.55,27,16,23,11,28,24,21,9
WSLS vs kToM,kToM,WSLS,A,52,-8,-4,-4,0,0.46,23,10,27,17,23,13,26,13
WSLS vs kToM,WSLS,kToM,B,52,8,4,4,0,0.54,27,23,23,7,26,15,23,9
